x-axis,1,2
second,Volt,Volt
-10.00000E-06,+135.93749854E-03,+2.41472987364E+00
-9.99000E-06,+135.21513674E-03,+2.43043339105E+00
-9.98000E-06,+134.47707142E-03,+2.44990575266E+00
-9.97000E-06,+133.55056390E-03,+2.47942836540E+00
-9.96000E-06,+133.51915686E-03,+2.48853640551E+00
-9.95000E-06,+132.38850361E-03,+2.49952886770E+00
-9.94000E-06,+132.23146843E-03,+2.51586052582E+00
-9.93000E-06,+132.05872974E-03,+2.54067208334E+00
-9.92000E-06,+131.43058904E-03,+2.55763188215E+00
-9.91000E-06,+130.78674483E-03,+2.57113690714E+00
-9.90000E-06,+129.87594082E-03,+2.57333539957E+00
-9.89000E-06,+129.62468454E-03,+2.58275751003E+00
-9.88000E-06,+128.13285039E-03,+2.59500625361E+00
-9.87000E-06,+128.07003632E-03,+2.61196605243E+00
-9.86000E-06,+126.02857905E-03,+2.62201630358E+00
-9.85000E-06,+125.51036298E-03,+2.64274494657E+00
-9.84000E-06,+124.08134289E-03,+2.65028263493E+00
-9.83000E-06,+123.62594089E-03,+2.65248112737E+00
-9.82000E-06,+121.69440824E-03,+2.65687811225E+00
-9.81000E-06,+121.36463438E-03,+2.66975499653E+00
-9.80000E-06,+120.54805147E-03,+2.68734293604E+00
-9.79000E-06,+120.01413188E-03,+2.70147610172E+00
-9.78000E-06,+118.86777511E-03,+2.71121228252E+00
-9.77000E-06,+118.28674496E-03,+2.72942836273E+00
-9.76000E-06,+117.37594095E-03,+2.73508162900E+00
-9.75000E-06,+116.10395604E-03,+2.73665198074E+00
-9.74000E-06,+115.33448369E-03,+2.74167710631E+00
-9.73000E-06,+113.93687064E-03,+2.75204142781E+00
-9.72000E-06,+112.93184552E-03,+2.75895097548E+00
-9.71000E-06,+111.18875509E-03,+2.76491831210E+00
-9.70000E-06,+109.94817721E-03,+2.78564695509E+00
-9.69000E-06,+108.53486065E-03,+2.79318464345E+00
-9.68000E-06,+107.45131794E-03,+2.80480524634E+00
-9.67000E-06,+106.55621745E-03,+2.80920223122E+00
-9.66000E-06,+105.39415716E-03,+2.81108665331E+00
-9.65000E-06,+105.00156923E-03,+2.81171479401E+00
-9.64000E-06,+103.52543859E-03,+2.81579770854E+00
-9.63000E-06,+102.63033810E-03,+2.81862434167E+00
-9.62000E-06,+101.79805167E-03,+2.81831027132E+00
-9.61000E-06,+100.35332807E-03,+2.82302132655E+00
-9.60000E-06,+99.58385572E-03,+2.82647610038E+00
-9.59000E-06,+97.54239845E-03,+2.82773238177E+00
