VDC [V],CORRENTE [mA],	ERR_CORRENTE [mA], POTENZIALE [mA],	ERR_POTENZIALE [mA]
2,	19.0,		0.5,			2.0,		0.1
3,	22.0,		0.5,			3.0,		0.1
4,	26.5,		0.5,			4.0,		0.1
5,	30.5,		0.5,			5.0,		0.1
6,	34.0,		0.5,			6.0,		0.1
7,	37.0,		0.5,			7.0,		0.1
8,	40.0,		0.5,			8.0,		0.1
9,	43.0,		0.5,			9.0,		0.1
10,	45.5,		0.5,			10.0		0.5
11,	48.0,		0.5,			11.0,		0.5
12,	50.0,		0.5,			11.0,		0.5
