second,Volt,Volt
+60.938E-06,+5.847452181E+00,+104.704523E-03
+62.500E-06,+5.897623035E+00,+104.704523E-03
+64.063E-06,+5.900758713E+00,+104.704523E-03
+65.625E-06,+5.997964743E+00,+106.352764E-03
+67.188E-06,+6.048135596E+00,+104.807538E-03
+68.750E-06,+6.051271275E+00,+104.704523E-03
+70.313E-06,+6.148477304E+00,+104.704523E-03
+71.875E-06,+6.198648158E+00,+104.704523E-03
+73.438E-06,+6.201783836E+00,+104.704523E-03
+75.000E-06,+6.248819011E+00,+104.704523E-03
+76.563E-06,+6.251954690E+00,+104.704523E-03
+78.125E-06,+6.352296397E+00,+104.704523E-03
+79.688E-06,+6.402467251E+00,+106.352764E-03
+81.250E-06,+6.402467251E+00,+104.807538E-03
+82.813E-06,+6.499673280E+00,+106.352764E-03
+84.375E-06,+6.502808958E+00,+104.704523E-03
+85.938E-06,+6.552979812E+00,+104.704523E-03
+87.500E-06,+6.653321519E+00,+104.704523E-03
+89.063E-06,+6.653321519E+00,+104.704523E-03
+90.625E-06,+6.703492373E+00,+104.704523E-03
+92.188E-06,+6.753663227E+00,+106.352764E-03
+93.750E-06,+6.803834081E+00,+106.352764E-03
+95.313E-06,+6.854004934E+00,+104.704523E-03
+96.875E-06,+6.904175788E+00,+104.704523E-03
+98.438E-06,+6.904175788E+00,+106.352764E-03
+100.000E-06,+6.954346642E+00,+104.704523E-03
+101.563E-06,+7.004517496E+00,+104.704523E-03
+103.125E-06,+7.054688349E+00,+104.704523E-03
+104.688E-06,+7.104859203E+00,+104.704523E-03
+106.250E-06,+7.104859203E+00,+104.704523E-03
+107.813E-06,+7.155030057E+00,+104.704523E-03
+109.375E-06,+7.205200911E+00,+106.352764E-03
+110.938E-06,+7.205200911E+00,+106.352764E-03
+112.500E-06,+7.305542618E+00,+106.352764E-03
+114.063E-06,+7.355713472E+00,+104.704523E-03
+115.625E-06,+7.355713472E+00,+104.807538E-03
+117.188E-06,+7.405884326E+00,+106.352764E-03
+118.750E-06,+7.456055179E+00,+106.352764E-03
+120.313E-06,+7.506226033E+00,+104.704523E-03
+121.875E-06,+7.506226033E+00,+104.704523E-03
+123.438E-06,+7.556396887E+00,+104.704523E-03
+125.000E-06,+7.556396887E+00,+104.807538E-03
+126.563E-06,+7.656738594E+00,+106.352764E-03
+128.125E-06,+7.656738594E+00,+106.352764E-03
+129.688E-06,+7.706909448E+00,+106.352764E-03
+131.250E-06,+7.757080302E+00,+104.704523E-03
+132.813E-06,+7.807251155E+00,+104.704523E-03
+134.375E-06,+7.857422009E+00,+104.704523E-03
+135.938E-06,+7.807251155E+00,+106.352764E-03
+137.500E-06,+7.857422009E+00,+106.352764E-03
+139.063E-06,+7.907592863E+00,+106.352764E-03
+140.625E-06,+8.004798892E+00,+104.807538E-03
+142.188E-06,+7.957763717E+00,+104.704523E-03
+143.750E-06,+8.004798892E+00,+106.352764E-03
+145.313E-06,+8.054969746E+00,+104.807538E-03
+146.875E-06,+8.058105424E+00,+106.352764E-03
+148.438E-06,+8.105140599E+00,+106.352764E-03
+150.000E-06,+8.155311453E+00,+106.352764E-03
+151.563E-06,+8.205482307E+00,+106.352764E-03
+153.125E-06,+8.208617985E+00,+106.352764E-03
+154.688E-06,+8.208617985E+00,+106.352764E-03
+156.250E-06,+8.255653161E+00,+106.352764E-03
+157.813E-06,+8.305824014E+00,+106.352764E-03
+159.375E-06,+8.355994868E+00,+104.807538E-03
+160.938E-06,+8.359130546E+00,+106.352764E-03
+162.500E-06,+8.406165722E+00,+106.352764E-03
+164.063E-06,+8.456336576E+00,+106.352764E-03
+165.625E-06,+8.459472254E+00,+106.352764E-03
+167.188E-06,+8.506507429E+00,+106.352764E-03
+168.750E-06,+8.556678283E+00,+106.352764E-03
+170.313E-06,+8.559813961E+00,+106.352764E-03
+171.875E-06,+8.606849137E+00,+106.352764E-03
+173.438E-06,+8.609984815E+00,+106.352764E-03
+175.000E-06,+8.609984815E+00,+106.352764E-03
+176.563E-06,+8.657019990E+00,+106.352764E-03
+178.125E-06,+8.660155669E+00,+106.352764E-03
+179.688E-06,+8.707190844E+00,+106.352764E-03
+181.250E-06,+8.757361698E+00,+106.352764E-03
+182.813E-06,+8.760497376E+00,+106.352764E-03
+184.375E-06,+8.760497376E+00,+104.807538E-03
+185.938E-06,+8.807532552E+00,+106.352764E-03
+187.500E-06,+8.810668230E+00,+106.352764E-03
+189.063E-06,+8.857703405E+00,+106.352764E-03
+190.625E-06,+8.860839084E+00,+106.352764E-03
+192.188E-06,+8.860839084E+00,+106.352764E-03
+193.750E-06,+8.907874259E+00,+106.352764E-03
+195.313E-06,+8.958045113E+00,+106.352764E-03
+196.875E-06,+8.911009938E+00,+106.352764E-03
+198.438E-06,+8.958045113E+00,+106.352764E-03
+200.000E-06,+9.008215967E+00,+106.352764E-03
+201.563E-06,+9.011351645E+00,+106.352764E-03
+203.125E-06,+9.058386820E+00,+104.807538E-03
+204.688E-06,+9.061522499E+00,+106.352764E-03
+206.250E-06,+9.061522499E+00,+106.352764E-03
+207.813E-06,+9.061522499E+00,+106.352764E-03
+209.375E-06,+9.108557674E+00,+106.352764E-03
+210.938E-06,+9.111693352E+00,+106.352764E-03
+212.500E-06,+9.158728528E+00,+106.352764E-03
+214.063E-06,+9.161864206E+00,+106.352764E-03
+215.625E-06,+9.161864206E+00,+106.352764E-03
+217.188E-06,+9.208899382E+00,+106.352764E-03
+218.750E-06,+9.212035060E+00,+106.352764E-03
+220.313E-06,+9.212035060E+00,+106.352764E-03
+221.875E-06,+9.212035060E+00,+106.352764E-03
+223.438E-06,+9.259070235E+00,+106.352764E-03
+225.000E-06,+9.262205914E+00,+106.352764E-03
+226.563E-06,+9.262205914E+00,+106.352764E-03
+228.125E-06,+9.262205914E+00,+106.352764E-03
+229.687E-06,+9.262205914E+00,+104.807538E-03
+231.250E-06,+9.309241089E+00,+106.352764E-03
+232.812E-06,+9.312376767E+00,+106.352764E-03
+234.375E-06,+9.312376767E+00,+106.352764E-03
+235.937E-06,+9.312376767E+00,+106.352764E-03
+237.500E-06,+9.312376767E+00,+106.352764E-03
+239.062E-06,+9.312376767E+00,+106.352764E-03
+240.625E-06,+9.312376767E+00,+106.352764E-03
+242.187E-06,+9.359411943E+00,+106.352764E-03
+243.750E-06,+9.362547621E+00,+106.352764E-03
+245.312E-06,+9.362547621E+00,+106.352764E-03
+246.875E-06,+9.409582797E+00,+106.352764E-03
+248.437E-06,+9.362547621E+00,+106.352764E-03
+250.000E-06,+9.362547621E+00,+106.352764E-03
+251.562E-06,+9.362547621E+00,+106.352764E-03
+253.125E-06,+9.362547621E+00,+106.352764E-03
+254.687E-06,+9.409582797E+00,+106.352764E-03
+256.250E-06,+9.412718475E+00,+106.352764E-03
+257.812E-06,+9.412718475E+00,+106.352764E-03
+259.375E-06,+9.412718475E+00,+106.352764E-03
+260.937E-06,+9.412718475E+00,+106.352764E-03
+262.500E-06,+9.412718475E+00,+106.352764E-03
+264.062E-06,+9.362547621E+00,+106.352764E-03
+265.625E-06,+9.409582797E+00,+104.807538E-03
+267.187E-06,+9.412718475E+00,+106.352764E-03
+268.750E-06,+9.362547621E+00,+106.352764E-03
+270.312E-06,+9.409582797E+00,+106.352764E-03
+271.875E-06,+9.412718475E+00,+108.001005E-03
+273.437E-06,+9.362547621E+00,+104.807538E-03
+275.000E-06,+9.409582797E+00,+106.352764E-03
+276.562E-06,+9.412718475E+00,+108.001005E-03
+278.125E-06,+9.362547621E+00,+106.455779E-03
+279.687E-06,+9.409582797E+00,+106.352764E-03
+281.250E-06,+9.362547621E+00,+106.352764E-03
+282.812E-06,+9.362547621E+00,+106.352764E-03
+284.375E-06,+9.362547621E+00,+106.352764E-03
+285.937E-06,+9.362547621E+00,+106.352764E-03
+287.500E-06,+9.362547621E+00,+106.352764E-03
+289.062E-06,+9.312376767E+00,+106.352764E-03
+290.625E-06,+9.312376767E+00,+106.352764E-03
+292.187E-06,+9.312376767E+00,+108.001005E-03
+293.750E-06,+9.312376767E+00,+106.455779E-03
+295.312E-06,+9.312376767E+00,+106.352764E-03
+296.875E-06,+9.312376767E+00,+106.352764E-03
+298.437E-06,+9.312376767E+00,+104.807538E-03
+300.000E-06,+9.262205914E+00,+106.352764E-03
+301.562E-06,+9.262205914E+00,+108.001005E-03
+303.125E-06,+9.262205914E+00,+104.807538E-03
+304.687E-06,+9.212035060E+00,+106.352764E-03
+306.250E-06,+9.212035060E+00,+106.352764E-03
+307.812E-06,+9.212035060E+00,+108.001005E-03
+309.375E-06,+9.161864206E+00,+104.807538E-03
+310.937E-06,+9.208899382E+00,+106.352764E-03
+312.500E-06,+9.161864206E+00,+106.352764E-03
+314.062E-06,+9.161864206E+00,+106.352764E-03
+315.625E-06,+9.161864206E+00,+106.352764E-03
+317.187E-06,+9.111693352E+00,+104.807538E-03
+318.750E-06,+9.061522499E+00,+106.352764E-03
+320.312E-06,+9.108557674E+00,+106.352764E-03
+321.875E-06,+9.111693352E+00,+106.352764E-03
+323.437E-06,+9.061522499E+00,+106.352764E-03
+325.000E-06,+9.061522499E+00,+106.352764E-03
+326.562E-06,+9.061522499E+00,+106.352764E-03
+328.125E-06,+9.011351645E+00,+104.807538E-03
+329.687E-06,+9.011351645E+00,+104.704523E-03
+331.250E-06,+8.911009938E+00,+106.352764E-03
+332.812E-06,+8.958045113E+00,+106.352764E-03
+334.375E-06,+8.911009938E+00,+106.352764E-03
+335.937E-06,+8.911009938E+00,+106.352764E-03
+337.500E-06,+8.911009938E+00,+108.001005E-03
+339.062E-06,+8.860839084E+00,+106.455779E-03
+340.625E-06,+8.860839084E+00,+104.807538E-03
+342.187E-06,+8.810668230E+00,+106.352764E-03
+343.750E-06,+8.810668230E+00,+106.352764E-03
+345.312E-06,+8.760497376E+00,+106.352764E-03
+346.875E-06,+8.760497376E+00,+106.352764E-03
+348.437E-06,+8.710326523E+00,+106.352764E-03
+350.000E-06,+8.710326523E+00,+106.352764E-03
+351.562E-06,+8.710326523E+00,+106.352764E-03
+353.125E-06,+8.609984815E+00,+106.352764E-03
+354.687E-06,+8.609984815E+00,+106.352764E-03
+356.250E-06,+8.559813961E+00,+106.352764E-03
+357.812E-06,+8.606849137E+00,+106.352764E-03
+359.375E-06,+8.559813961E+00,+106.352764E-03
+360.937E-06,+8.509643108E+00,+106.352764E-03
+362.500E-06,+8.459472254E+00,+104.807538E-03
+364.062E-06,+8.459472254E+00,+104.704523E-03
+365.625E-06,+8.409301400E+00,+104.704523E-03
+367.187E-06,+8.409301400E+00,+106.352764E-03
+368.750E-06,+8.359130546E+00,+104.807538E-03
+370.312E-06,+8.308959693E+00,+106.352764E-03
+371.875E-06,+8.355994868E+00,+106.352764E-03
+373.437E-06,+8.258788839E+00,+104.807538E-03
+375.000E-06,+8.208617985E+00,+104.704523E-03
+376.562E-06,+8.208617985E+00,+104.704523E-03
+378.125E-06,+8.158447132E+00,+106.352764E-03
+379.687E-06,+8.158447132E+00,+106.352764E-03
+381.250E-06,+8.158447132E+00,+106.352764E-03
+382.812E-06,+8.058105424E+00,+104.807538E-03
+384.375E-06,+8.058105424E+00,+104.704523E-03
+385.937E-06,+8.007934570E+00,+106.352764E-03
+387.500E-06,+7.957763717E+00,+106.352764E-03
+389.062E-06,+7.957763717E+00,+106.352764E-03
+390.625E-06,+7.907592863E+00,+106.352764E-03
+392.187E-06,+7.907592863E+00,+104.807538E-03
+393.750E-06,+7.857422009E+00,+106.352764E-03
+395.312E-06,+7.807251155E+00,+104.807538E-03
+396.875E-06,+7.807251155E+00,+106.352764E-03
+398.437E-06,+7.706909448E+00,+104.807538E-03
+400.000E-06,+7.706909448E+00,+104.704523E-03
+401.562E-06,+7.656738594E+00,+106.352764E-03
+403.125E-06,+7.606567740E+00,+104.807538E-03
+404.687E-06,+7.606567740E+00,+104.704523E-03
+406.250E-06,+7.556396887E+00,+106.352764E-03
+407.812E-06,+7.506226033E+00,+104.807538E-03
+409.375E-06,+7.456055179E+00,+104.704523E-03
+410.937E-06,+7.456055179E+00,+104.704523E-03
+412.500E-06,+7.355713472E+00,+104.704523E-03
+414.062E-06,+7.355713472E+00,+104.704523E-03
+415.625E-06,+7.305542618E+00,+104.704523E-03
+417.187E-06,+7.255371764E+00,+104.704523E-03
+418.750E-06,+7.205200911E+00,+104.704523E-03
+420.312E-06,+7.205200911E+00,+104.704523E-03
+421.875E-06,+7.104859203E+00,+104.704523E-03
+423.437E-06,+7.104859203E+00,+106.352764E-03
+425.000E-06,+7.104859203E+00,+104.807538E-03
+426.562E-06,+7.004517496E+00,+106.352764E-03
+428.125E-06,+6.954346642E+00,+104.807538E-03
+429.687E-06,+6.954346642E+00,+104.704523E-03
+431.250E-06,+6.904175788E+00,+104.704523E-03
+432.812E-06,+6.854004934E+00,+104.704523E-03
+434.375E-06,+6.803834081E+00,+104.704523E-03
+435.937E-06,+6.753663227E+00,+106.352764E-03
+437.500E-06,+6.703492373E+00,+104.807538E-03
+439.062E-06,+6.703492373E+00,+104.704523E-03
+440.625E-06,+6.653321519E+00,+104.704523E-03
+442.187E-06,+6.603150666E+00,+104.704523E-03
+443.750E-06,+6.552979812E+00,+103.159297E-03
+445.312E-06,+6.502808958E+00,+104.704523E-03
+446.875E-06,+6.502808958E+00,+104.704523E-03
+448.437E-06,+6.352296397E+00,+104.704523E-03
+450.000E-06,+6.352296397E+00,+104.704523E-03
+451.562E-06,+6.302125543E+00,+104.704523E-03
+453.125E-06,+6.251954690E+00,+104.704523E-03
+454.687E-06,+6.251954690E+00,+104.704523E-03
+456.250E-06,+6.201783836E+00,+104.704523E-03
+457.812E-06,+6.101442128E+00,+104.704523E-03
+459.375E-06,+6.101442128E+00,+104.704523E-03
+460.937E-06,+6.051271275E+00,+104.704523E-03
+462.500E-06,+5.950929567E+00,+104.704523E-03
+464.062E-06,+5.950929567E+00,+104.704523E-03
+465.625E-06,+5.900758713E+00,+104.704523E-03
+467.187E-06,+5.850587860E+00,+104.704523E-03
+468.750E-06,+5.800417006E+00,+104.704523E-03
+470.312E-06,+5.750246152E+00,+104.704523E-03
+471.875E-06,+5.700075299E+00,+104.704523E-03
+473.437E-06,+5.649904445E+00,+104.704523E-03
+475.000E-06,+5.599733591E+00,+104.704523E-03
+476.562E-06,+5.549562737E+00,+104.704523E-03
+478.125E-06,+5.499391884E+00,+104.704523E-03
+479.687E-06,+5.449221030E+00,+103.159297E-03
+481.250E-06,+5.399050176E+00,+104.704523E-03
+482.812E-06,+5.348879322E+00,+103.159297E-03
+484.375E-06,+5.348879322E+00,+104.704523E-03
+485.937E-06,+5.298708469E+00,+104.704523E-03
+487.500E-06,+5.248537615E+00,+104.704523E-03
+489.062E-06,+5.148195907E+00,+104.704523E-03
+490.625E-06,+5.148195907E+00,+104.704523E-03
+492.187E-06,+5.098025054E+00,+104.704523E-03
+493.750E-06,+5.047854200E+00,+104.704523E-03
+495.312E-06,+4.997683346E+00,+104.704523E-03
+496.875E-06,+4.947512493E+00,+104.704523E-03
+498.437E-06,+4.847170785E+00,+103.159297E-03
+500.000E-06,+4.847170785E+00,+103.056282E-03
+501.562E-06,+4.796999931E+00,+103.056282E-03
+503.125E-06,+4.749964756E+00,+103.056282E-03
+504.687E-06,+4.746829078E+00,+103.056282E-03
+506.250E-06,+4.599452195E+00,+104.704523E-03
+507.812E-06,+4.596316516E+00,+103.159297E-03
+509.375E-06,+4.549281341E+00,+104.704523E-03
+510.937E-06,+4.499110487E+00,+104.704523E-03
+512.500E-06,+4.448939634E+00,+103.159297E-03
+514.062E-06,+4.398768780E+00,+103.056282E-03
+515.625E-06,+4.348597926E+00,+103.056282E-03
+517.187E-06,+4.298427072E+00,+103.056282E-03
+518.750E-06,+4.295291394E+00,+103.056282E-03
+520.312E-06,+4.198085365E+00,+103.056282E-03
+521.875E-06,+4.147914511E+00,+103.056282E-03
+523.437E-06,+4.097743657E+00,+103.056282E-03
+525.000E-06,+4.047572804E+00,+103.056282E-03
+526.562E-06,+3.997401950E+00,+104.704523E-03
+528.125E-06,+3.947231096E+00,+103.159297E-03
+529.687E-06,+3.897060242E+00,+103.056282E-03
+531.250E-06,+3.846889389E+00,+103.056282E-03
+532.812E-06,+3.746547681E+00,+103.056282E-03
+534.375E-06,+3.743412003E+00,+103.056282E-03
+535.937E-06,+3.743412003E+00,+103.056282E-03
+537.500E-06,+3.646205974E+00,+103.056282E-03
+539.062E-06,+3.643070295E+00,+101.511056E-03
+540.625E-06,+3.596035120E+00,+103.056282E-03
+542.187E-06,+3.495693413E+00,+103.056282E-03
+543.750E-06,+3.492557734E+00,+103.056282E-03
+545.313E-06,+3.445522559E+00,+103.056282E-03
+546.875E-06,+3.395351705E+00,+103.056282E-03
+548.438E-06,+3.345180851E+00,+103.056282E-03
+550.000E-06,+3.295009998E+00,+101.511056E-03
+551.563E-06,+3.244839144E+00,+103.056282E-03
+553.125E-06,+3.144497436E+00,+101.511056E-03
+554.688E-06,+3.141361758E+00,+103.056282E-03
+556.250E-06,+3.094326583E+00,+103.056282E-03
+557.813E-06,+3.044155729E+00,+103.056282E-03
+559.375E-06,+2.990849197E+00,+103.056282E-03
+560.938E-06,+2.940678343E+00,+101.408041E-03
+562.500E-06,+2.890507489E+00,+103.056282E-03
+564.063E-06,+2.840336636E+00,+101.511056E-03
+565.625E-06,+2.739994928E+00,+103.056282E-03
+567.188E-06,+2.739994928E+00,+101.511056E-03
+568.750E-06,+2.689824075E+00,+103.056282E-03
+570.313E-06,+2.639653221E+00,+103.056282E-03
+571.875E-06,+2.589482367E+00,+101.408041E-03
+573.438E-06,+2.539311513E+00,+101.511056E-03
+575.000E-06,+2.539311513E+00,+103.056282E-03
+576.563E-06,+2.438969806E+00,+101.408041E-03
+578.125E-06,+2.438969806E+00,+101.408041E-03
+579.688E-06,+2.388798952E+00,+101.511056E-03
+581.250E-06,+2.388798952E+00,+103.056282E-03
+582.813E-06,+2.288457245E+00,+101.408041E-03
+584.375E-06,+2.288457245E+00,+101.408041E-03
+585.938E-06,+2.238286391E+00,+101.408041E-03
+587.500E-06,+2.137944683E+00,+101.408041E-03
+589.063E-06,+2.087773830E+00,+101.408041E-03
+590.625E-06,+2.087773830E+00,+101.408041E-03
+592.188E-06,+2.037602976E+00,+101.408041E-03
+593.750E-06,+1.987432122E+00,+101.511056E-03
+595.313E-06,+1.937261268E+00,+103.056282E-03
+596.875E-06,+1.887090415E+00,+101.408041E-03
+598.438E-06,+1.836919561E+00,+101.408041E-03
+600.000E-06,+1.836919561E+00,+101.408041E-03
+601.563E-06,+1.736577854E+00,+101.408041E-03
+603.125E-06,+1.736577854E+00,+101.408041E-03
+604.688E-06,+1.736577854E+00,+101.408041E-03
+606.250E-06,+1.636236146E+00,+101.408041E-03
+607.813E-06,+1.636236146E+00,+101.408041E-03
+609.375E-06,+1.586065292E+00,+101.408041E-03
+610.938E-06,+1.535894439E+00,+101.408041E-03
+612.500E-06,+1.485723585E+00,+101.408041E-03
+614.063E-06,+1.435552731E+00,+101.408041E-03
+615.625E-06,+1.435552731E+00,+99.862815E-03
+617.188E-06,+1.335211024E+00,+101.408041E-03
+618.750E-06,+1.335211024E+00,+99.862815E-03
+620.313E-06,+1.285040170E+00,+101.408041E-03
+621.875E-06,+1.234869316E+00,+99.862815E-03
+623.438E-06,+1.234869316E+00,+101.408041E-03
+625.000E-06,+1.184698462E+00,+101.408041E-03
+626.563E-06,+1.134527609E+00,+101.408041E-03
+628.125E-06,+1.134527609E+00,+99.759799E-03
+629.688E-06,+1.084356755E+00,+99.759799E-03
+631.250E-06,+984.015048E-03,+99.759799E-03
+632.813E-06,+984.015048E-03,+99.759799E-03
+634.375E-06,+933.844194E-03,+99.759799E-03
+635.938E-06,+933.844194E-03,+99.759799E-03
+637.500E-06,+883.673340E-03,+99.759799E-03
+639.063E-06,+833.502486E-03,+99.862815E-03
+640.625E-06,+783.331633E-03,+101.408041E-03
+642.188E-06,+733.160779E-03,+99.759799E-03
+643.750E-06,+733.160779E-03,+99.759799E-03
+645.313E-06,+733.160779E-03,+99.759799E-03
+646.875E-06,+682.989925E-03,+99.759799E-03
+648.438E-06,+632.819071E-03,+99.759799E-03
+650.000E-06,+632.819071E-03,+99.759799E-03
+651.563E-06,+582.648218E-03,+98.111558E-03
+653.125E-06,+535.613042E-03,+98.111558E-03
+654.688E-06,+582.648218E-03,+98.111558E-03
+656.250E-06,+532.477364E-03,+98.111558E-03
+657.813E-06,+482.306510E-03,+98.111558E-03
+659.375E-06,+432.135656E-03,+96.463317E-03
+660.938E-06,+432.135656E-03,+94.815076E-03
+662.500E-06,+381.964803E-03,+94.815076E-03
+664.063E-06,+381.964803E-03,+91.518593E-03
+665.625E-06,+381.964803E-03,+91.518593E-03
+667.188E-06,+284.758774E-03,+89.870352E-03
+668.750E-06,+331.793949E-03,+86.573870E-03
+670.313E-06,+281.623095E-03,+84.925629E-03
+671.875E-06,+281.623095E-03,+84.925629E-03
+673.438E-06,+231.452242E-03,+83.277388E-03
+675.000E-06,+231.452242E-03,+79.980905E-03
+676.563E-06,+231.452242E-03,+78.332664E-03
+678.125E-06,+231.452242E-03,+76.684423E-03
+679.688E-06,+184.417066E-03,+75.036182E-03
+681.250E-06,+231.452242E-03,+70.091458E-03
+682.813E-06,+181.281388E-03,+70.091458E-03
+684.375E-06,+181.281388E-03,+66.794976E-03
+685.938E-06,+181.281388E-03,+63.498493E-03
+687.500E-06,+181.281388E-03,+61.850252E-03
+689.063E-06,+131.110534E-03,+58.553770E-03
+690.625E-06,+131.110534E-03,+55.257287E-03
+692.188E-06,+131.110534E-03,+53.609046E-03
+693.750E-06,+131.110534E-03,+50.312564E-03
+695.313E-06,+84.075359E-03,+50.312564E-03
+696.875E-06,+131.110534E-03,+45.367840E-03
+698.438E-06,+80.939680E-03,+45.367840E-03
+700.000E-06,+84.075359E-03,+42.071358E-03
+701.563E-06,+131.110534E-03,+40.423117E-03
+703.125E-06,+80.939680E-03,+35.478393E-03
+704.688E-06,+84.075359E-03,+33.830152E-03
+706.250E-06,+131.110534E-03,+32.181911E-03
+707.813E-06,+33.904505E-03,+28.885428E-03
+709.375E-06,+80.939680E-03,+27.237187E-03
+710.938E-06,+80.939680E-03,+23.940705E-03
+712.500E-06,+80.939680E-03,+23.940705E-03
+714.063E-06,+30.768827E-03,+22.292464E-03
+715.625E-06,+30.768827E-03,+20.644222E-03
+717.188E-06,+30.768827E-03,+18.995981E-03
+718.750E-06,+30.768827E-03,+15.699499E-03
+720.313E-06,+30.768827E-03,+15.699499E-03
+721.875E-06,+30.768827E-03,+14.051258E-03
+723.438E-06,+30.768827E-03,+12.403016E-03
+725.000E-06,+30.768827E-03,+10.754775E-03
+726.563E-06,+30.768827E-03,+10.754775E-03
+728.125E-06,+30.768827E-03,+7.458293E-03
+729.688E-06,+30.768827E-03,+7.458293E-03
+731.250E-06,+30.768827E-03,+5.810052E-03
+732.813E-06,-19.402027E-03,+5.810052E-03
+734.375E-06,-19.402027E-03,+4.161811E-03
+735.938E-06,-19.402027E-03,+4.161811E-03
+737.500E-06,-19.402027E-03,+2.513569E-03
+739.063E-06,-19.402027E-03,+2.513569E-03
+740.625E-06,-19.402027E-03,+865.328E-06
+742.188E-06,-66.437203E-03,+865.328E-06
+743.750E-06,-19.402027E-03,+865.328E-06
+745.313E-06,-69.572881E-03,+865.328E-06
+746.875E-06,-69.572881E-03,-782.913E-06
+748.438E-06,-69.572881E-03,-782.913E-06
+750.000E-06,-69.572881E-03,-782.913E-06
+751.563E-06,-69.572881E-03,-782.913E-06
+753.125E-06,-69.572881E-03,-782.913E-06
+754.688E-06,-69.572881E-03,-2.328139E-03
+756.250E-06,-69.572881E-03,-782.913E-06
+757.813E-06,-69.572881E-03,-782.913E-06
+759.375E-06,-69.572881E-03,-782.913E-06
+760.938E-06,-69.572881E-03,-782.913E-06
+762.500E-06,-69.572881E-03,-2.328139E-03
+764.063E-06,-69.572881E-03,-782.913E-06
+765.625E-06,-116.608056E-03,-782.913E-06
+767.188E-06,-69.572881E-03,-2.328139E-03
+768.750E-06,-69.572881E-03,-782.913E-06
+770.313E-06,-69.572881E-03,-782.913E-06
+771.875E-06,-69.572881E-03,-782.913E-06
+773.438E-06,-69.572881E-03,-782.913E-06
+775.000E-06,-69.572881E-03,-782.913E-06
+776.563E-06,-69.572881E-03,-782.913E-06
+778.125E-06,-69.572881E-03,-679.898E-06
+779.688E-06,-69.572881E-03,+865.328E-06
+781.250E-06,-69.572881E-03,+865.328E-06
+782.813E-06,-69.572881E-03,+865.328E-06
+784.375E-06,-69.572881E-03,+865.328E-06
+785.938E-06,-69.572881E-03,+865.328E-06
+787.500E-06,-66.437203E-03,+865.328E-06
+789.063E-06,-19.402027E-03,+968.343E-06
+790.625E-06,-19.402027E-03,+2.616584E-03
+792.188E-06,-19.402027E-03,+4.161811E-03
+793.750E-06,-19.402027E-03,+2.616584E-03
+795.313E-06,-16.266349E-03,+4.161811E-03
+796.875E-06,+30.768827E-03,+4.264826E-03
+798.438E-06,-19.402027E-03,+5.810052E-03
+800.000E-06,-16.266349E-03,+5.913067E-03
+801.563E-06,+30.768827E-03,+7.561308E-03
+803.125E-06,-16.266349E-03,+9.209549E-03
+804.688E-06,+30.768827E-03,+10.857790E-03
+806.250E-06,+30.768827E-03,+14.051258E-03
+807.813E-06,+30.768827E-03,+14.154273E-03
+809.375E-06,+30.768827E-03,+15.802514E-03
+810.938E-06,+33.904505E-03,+17.450755E-03
+812.500E-06,+80.939680E-03,+19.098996E-03
+814.063E-06,+33.904505E-03,+20.747237E-03
