second,Volt,Volt
x,1,2
-150.5000E-03,-80.4020E-03,-2.2512563E+00
-150.2500E-03,-211.0553E-03,-2.3316583E+00
-150.0000E-03,-321.6080E-03,-2.4874372E+00
-149.7500E-03,-402.0100E-03,-2.5427135E+00
-149.5000E-03,-482.4121E-03,-2.6532663E+00
-149.2500E-03,-633.1658E-03,-2.7336683E+00
-149.0000E-03,-723.6181E-03,-2.8140703E+00
-148.7500E-03,-884.4221E-03,-2.8944723E+00
-148.5000E-03,-949.7487E-03,-2.9849246E+00
-148.2500E-03,-1.0854271E+00,-3.0904522E+00
-148.0000E-03,-1.2060301E+00,-3.2160804E+00
-147.7500E-03,-1.2864321E+00,-3.2311557E+00
-147.5000E-03,-1.3969849E+00,-3.3768844E+00
-147.2500E-03,-1.5276382E+00,-3.4572864E+00
-147.0000E-03,-1.6080402E+00,-3.5376884E+00
-146.7500E-03,-1.6884422E+00,-3.6180904E+00
-146.5000E-03,-1.8442211E+00,-3.7738693E+00
-146.2500E-03,-1.9296482E+00,-3.7788944E+00
-146.0000E-03,-2.0904522E+00,-3.8592964E+00
-145.7500E-03,-2.1708542E+00,-4.0100502E+00
-145.5000E-03,-2.2512563E+00,-4.0552763E+00
-145.2500E-03,-2.3316583E+00,-4.1809045E+00
-145.0000E-03,-2.4924623E+00,-4.2613065E+00
-144.7500E-03,-2.6080402E+00,-4.3417085E+00
-144.5000E-03,-2.7236181E+00,-4.4221105E+00
-144.2500E-03,-2.8140703E+00,-4.5025125E+00
-144.0000E-03,-2.8944723E+00,-4.5276381E+00
-143.7500E-03,-2.9748743E+00,-4.6582914E+00
-143.5000E-03,-3.0804020E+00,-4.7135678E+00
-143.2500E-03,-3.2160804E+00,-4.7638190E+00
-143.0000E-03,-3.2964824E+00,-4.8241206E+00
-142.7500E-03,-3.3768844E+00,-4.9396984E+00
-142.5000E-03,-3.5175879E+00,-4.9849246E+00
-142.2500E-03,-3.5376884E+00,-4.9949748E+00
-142.0000E-03,-3.6582914E+00,-5.1457286E+00
-141.7500E-03,-3.7788944E+00,-5.2261306E+00
-141.5000E-03,-3.8592964E+00,-5.2261306E+00
-141.2500E-03,-3.9396985E+00,-5.3065326E+00
