x-axis,1,2
second,Volt,Volt
-250.0000E-06,-23.4007873E-03,-4.5713570863E+00
-249.7500E-06,-56.0641035E-03,-4.3703520596E+00
-249.5000E-06,-103.8027965E-03,-4.1693470329E+00
-249.2500E-06,-144.0038010E-03,-3.9683420062E+00
-249.0000E-06,-146.5163638E-03,-3.7673369795E+00
-248.7500E-06,-224.4058102E-03,-3.5663319528E+00
-248.5000E-06,-264.6068148E-03,-3.3653269261E+00
-248.2500E-06,-304.8078194E-03,-3.2145731561E+00
-248.0000E-06,-385.2098286E-03,-2.9633168727E+00
-247.7500E-06,-385.2098286E-03,-2.9130656160E+00
-247.5000E-06,-448.0238983E-03,-2.5613068193E+00
-247.2500E-06,-465.6118378E-03,-2.3603017926E+00
-247.0000E-06,-546.0138470E-03,-2.1592967659E+00
-246.7500E-06,-586.2148516E-03,-2.1592967659E+00
-246.5000E-06,-626.4158562E-03,-1.8452264117E+00
-246.2500E-06,-656.5666096E-03,-1.5562816858E+00
-246.0000E-06,-669.1294236E-03,-1.3552766591E+00
-245.7500E-06,-706.8178654E-03,-1.1919600749E+00
-245.5000E-06,-747.0188700E-03,-1.1542716324E+00
-245.2500E-06,-787.2198746E-03,-953.2666057E-03
-245.0000E-06,-827.4208792E-03,-752.2615790E-03
-244.7500E-06,-837.4711303E-03,-551.2565523E-03
-244.5000E-06,-867.6218837E-03,-350.2515256E-03
-244.2500E-06,-907.8228883E-03,-149.2464989E-03
-244.0000E-06,-907.8228883E-03,+51.7585278E-03
-243.7500E-06,-917.8731395E-03,+252.7635545E-03
-243.5000E-06,-948.0238929E-03,+453.7685812E-03
-243.2500E-06,-978.1746464E-03,+654.7736079E-03
-243.0000E-06,-988.2248975E-03,+667.3364220E-03
-242.7500E-06,-988.2248975E-03,+1.0567836612E+00
-242.5000E-06,-1.0108379626E+00,+1.2577886879E+00
-242.2500E-06,-988.2248975E-03,+1.4587937146E+00
-242.0000E-06,-1.0284259021E+00,+1.6597987413E+00
-241.7500E-06,-1.0284259021E+00,+1.8608037680E+00
-241.5000E-06,-1.0284259021E+00,+1.9738690956E+00
-241.2500E-06,-1.0284259021E+00,+2.1246228656E+00
-241.0000E-06,-1.0284259021E+00,+2.2628138214E+00
-240.7500E-06,-1.0284259021E+00,+2.4638188481E+00
-240.5000E-06,-1.0083253998E+00,+2.6648238748E+00
-240.2500E-06,-1.0007877115E+00,+2.8658289015E+00
-240.0000E-06,-988.2248975E-03,+3.0668339282E+00
-239.7500E-06,-958.0741441E-03,+3.2678389549E+00
